x,y,z
0,0,0
0,-0.1,0.0625
0,-0.12,0.1
-0.015,-0.1,0.1
-0.04,0,0.1
-0.015,0.1,0.1
0,0.1,0.0625
0,0.12,0.1
0.015,-0.1,0.1
0.04,0,0.1
0.015,0.1,0.1
0,-0.173333333333333,0.2
-0.0550000000000001,-0.1,0.2
-0.0800000000000001,0,0.2
-0.0550000000000001,0.1,0.2
0,0.173333333333333,0.2
0.0550000000000001,-0.1,0.2
0.0800000000000001,0,0.2
0.0550000000000001,0.1,0.2
-0.1,0,0.25
-0.1,-0.0800000000000001,0.3
-0.106666666666667,0,0.3
-0.1,0.0800000000000001,0.3
0,-0.2,0.25
0,-0.216,0.3
-0.0200000000000001,-0.2,0.3
-0.0950000000000001,-0.1,0.3
-0.0950000000000001,0.1,0.3
-0.0200000000000001,0.2,0.3
0,0.2,0.25
0,0.216,0.3
0.0200000000000001,-0.2,0.3
0.0950000000000001,-0.1,0.3
0.1,0,0.25
0.1,-0.0800000000000001,0.3
0.0950000000000001,0.1,0.3
0.1,0.0800000000000001,0.3
0.0200000000000001,0.2,0.3
0.106666666666667,0,0.3
-0.1,-0.1,0.3125
-0.1,-0.146666666666667,0.4
-0.111666666666667,-0.1,0.4
-0.12,0,0.4
-0.111666666666667,0.1,0.4
-0.1,0.1,0.3125
-0.1,0.146666666666667,0.4
0,-0.248,0.4
-0.0599999999999999,-0.2,0.4
-0.0599999999999999,0.2,0.4
0,0.248,0.4
0.0599999999999999,-0.2,0.4
0.1,-0.1,0.3125
0.1,-0.146666666666667,0.4
0.1,0.1,0.3125
0.0599999999999999,0.2,0.4
0.1,0.146666666666667,0.4
0.111666666666667,-0.1,0.4
0.12,0,0.4
0.111666666666667,0.1,0.4
-0.1,-0.2,0.5
-0.1,-0.2,0.5
-0.125,-0.1,0.5
-0.133333333333333,0,0.5
-0.125,0.1,0.5
-0.1,0.2,0.5
-0.1,0.2,0.5
0,-0.28,0.5
0,0.28,0.5
0.1,-0.2,0.5
0.1,-0.2,0.5
0.1,0.2,0.5
0.1,0.2,0.5
0.125,-0.1,0.5
0.133333333333333,0,0.5
0.125,0.1,0.5
-0.1,-0.232,0.6
-0.113333333333333,-0.2,0.6
-0.138333333333333,-0.1,0.6
-0.146666666666667,0,0.6
-0.138333333333333,0.1,0.6
-0.113333333333333,0.2,0.6
-0.1,0.232,0.6
0,-0.3,0.5625
0,-0.308571428571429,0.6
-0.0150000000000002,-0.3,0.6
0,0.3,0.5625
-0.0150000000000002,0.3,0.6
0,0.308571428571429,0.6
0.0150000000000002,-0.3,0.6
0.1,-0.232,0.6
0.1,0.232,0.6
0.0150000000000002,0.3,0.6
0.113333333333333,-0.2,0.6
0.138333333333333,-0.1,0.6
0.146666666666667,0,0.6
0.138333333333333,0.1,0.6
0.113333333333333,0.2,0.6
-0.1,-0.264,0.7
-0.126666666666667,-0.2,0.7
-0.151666666666667,-0.1,0.7
-0.16,0,0.7
-0.151666666666667,0.1,0.7
-0.126666666666667,0.2,0.7
-0.1,0.264,0.7
0,-0.331428571428571,0.7
-0.0550000000000001,-0.3,0.7
-0.0550000000000001,0.3,0.7
0,0.331428571428571,0.7
0.0550000000000001,-0.3,0.7
0.1,-0.264,0.7
0.1,0.264,0.7
